Gene	Cancer_Gene	GO_cell.death	GO_cell.differentiation	GO_cell.proliferation	GO_mitototic.cell.cycle	HumanNet.CGS_L1	HumanNet.CGS_L2	InteractNet.CGS_L1	InteractNet.CGS_L2	ReguleNet.DEG_score	DEG_score
TAB3	0	0	0	0	0	0	0	0	163	0	0
TAC1	0	0	0	1	0	0	5	0	25	0.813	0.813
TAC3	0	0	0	0	0	0	100	0	11	0.11	0.11
TAC4	0	0	0	0	0	0	0	0	0	0.702	0.702
TACC1	0	0	1	1	0	0	0	0	63	0.938	0.938
TACC2	0	0	1	1	0	0	0	1	161	0.564	0.564
TACC3	0	0	1	1	0	0	0	3	32	0	0
TACO1	0	0	0	0	0	0	0	0	2	0.906	0.906
TACR1	0	0	0	1	0	2	190	0	0	0	0
TACR2	0	0	0	0	0	0	102	0	0	0.61	0.61
TACR3	0	0	0	0	0	0	2	0	0	0.789	0.789
TACSTD2	0	0	1	1	0	35	226	0	0	0.017	0.017
TADA1	0	0	0	0	0	0	0	1	54	0.933	0.933
TADA2A	0	0	0	0	0	23	174	8	247	0.571	0.571
TADA2B	0	0	0	0	0	0	0	0	8	0.092	0.092
TADA3	0	0	0	0	1	13	171	6	194	0.824	0.824
TAF1	0	0	0	0	0	4	124	9	172	4118.44	0.893
TAF10	0	0	0	0	0	0	0	6	165	0.904	0.904
TAF11	0	0	0	0	0	0	0	1	75	0.906	0.906
TAF12	0	0	0	0	0	0	0	1	64	0.901	0.901
TAF13	0	0	0	0	0	0	0	1	55	0.637	0.637
TAF15	1	0	0	0	0	1	1	2	77	0.18	0.18
TAF1A	0	0	0	0	0	23	174	2	99	0.818	0.818
TAF1B	0	0	0	0	0	0	0	3	145	0.633	0.633
TAF1C	0	0	0	0	0	23	174	1	89	0.92	0.92
TAF1D	0	0	0	0	0	0	0	2	135	0.053	0.053
TAF1L	0	0	0	0	0	13	171	0	17	0.85	0.85
TAF2	0	0	0	0	1	2	72	0	53	0.89	0.89
TAF3	0	0	0	0	0	0	0	0	36	0.09	0.09
TAF4	0	0	0	0	0	0	0	2	92	0.916	0.916
TAF4B	0	0	1	1	0	0	0	0	35	0.773	0.773
TAF5	0	0	0	0	0	0	0	2	63	0.528	0.528
TAF5L	0	0	0	0	0	23	174	2	111	0.906	0.906
TAF6	0	0	0	1	0	0	0	3	159	0.921	0.921
TAF6L	0	0	0	0	0	14	185	2	101	0.643	0.643
TAF7	0	0	0	0	0	0	0	2	82	0.802	0.802
TAF7L	0	0	1	0	0	0	0	0	20	0.712	0.712
TAF8	0	0	1	1	0	0	3	0	32	0.915	0.915
TAF9	0	1	0	0	0	23	174	5	158	0.781	0.781
TAF9B	0	1	0	0	0	0	0	1	25	0.663	0.663
TAG	0	0	0	0	0	0	0	1	44	0	0
TAGLN	0	0	1	0	0	1	129	1	23	0.94	0.94
TAGLN2	0	0	1	0	0	0	0	1	12	0.917	0.917
TAGLN3	0	0	0	0	0	1	120	0	0	0.547	0.547
TAL1	1	0	1	1	1	26	215	18	264	13.407	0
TAL2	1	0	0	0	0	1	1	4	44	157.939	0
TALDO1	0	0	0	0	0	2	38	0	41	0	0
TANK	0	0	0	0	0	0	0	1	230	0.929	0.929
TAOK1	0	1	0	0	1	0	0	1	20	0.001	0.001
TAOK2	0	1	0	0	1	2	191	0	2	0.805	0.805
TAOK3	0	1	0	0	1	3	106	1	59	0.554	0.554
TAP1	0	0	0	0	0	0	0	1	23	0	0
TAP2	0	0	0	0	0	1	55	0	3	0	0
TAPBP	0	0	0	0	0	23	213	2	12	0	0
TAPBPL	0	0	0	0	0	0	0	0	29	0	0
TARBP1	0	0	0	0	0	13	171	0	8	0.853	0.853
TARBP2	0	0	1	0	0	13	171	2	51	0.904	0.904
TARDBP	0	1	0	0	0	25	184	1	166	0.862	0.862
TARS	0	0	0	0	0	0	0	1	63	0.937	0.937
TARS2	0	0	0	0	0	0	0	0	2	0	0
TARSL2	0	0	0	0	0	0	0	0	1	0.854	0.854
TAS1R1	0	0	0	0	0	0	0	0	0	0.745	0.745
TAS1R2	0	0	0	0	0	0	0	0	0	0.441	0.441
TAS1R3	0	0	0	0	0	0	0	0	0	0.584	0.584
TAS2R1	0	0	0	0	0	1	151	0	0	0.504	0.504
TAS2R13	0	0	0	0	0	0	0	1	146	0.465	0.465
TAS2R16	0	0	0	0	0	0	0	0	0	0.331	0.331
TAS2R3	0	0	0	0	0	0	0	0	0	0.861	0.861
TAS2R4	0	0	0	0	0	0	0	0	0	0.871	0.871
TAS2R5	0	0	0	0	0	0	24	0	0	0.882	0.882
TASP1	0	0	0	0	0	0	0	1	14	0.854	0.854
TAT	0	0	0	0	0	0	0	3	124	0.632	0.632
TAX1BP1	0	1	0	0	0	8	195	3	178	0.87	0.87
TAX1BP3	0	0	0	1	0	1	74	2	57	0.565	0.565
TAZ	0	0	0	0	0	2	167	1	10	0.069	0.069
TBC1D1	0	0	0	0	0	0	0	1	44	0.048	0.048
TBC1D10A	0	0	0	0	0	0	0	0	30	0.364	0.364
TBC1D10C	0	0	0	0	0	0	0	0	11	0.643	0.643
TBC1D14	0	0	0	0	0	0	0	0	8	0.938	0.938
TBC1D15	0	0	0	0	0	0	0	0	161	0.922	0.922
TBC1D16	0	0	0	0	0	0	0	0	41	0.834	0.834
TBC1D17	0	0	0	0	0	0	0	0	21	0.927	0.927
TBC1D19	0	0	0	0	0	0	0	0	0	0.17	0.17
TBC1D22B	0	0	0	0	0	0	0	1	56	0.636	0.636
TBC1D23	0	0	0	0	0	0	0	1	19	0.415	0.415
TBC1D25	0	0	0	0	0	0	0	0	7	0	0
TBC1D27	0	0	0	0	0	0	0	0	0	0	0
TBC1D2B	0	0	0	0	0	0	0	0	1	0.927	0.927
TBC1D3F	0	0	0	0	0	0	0	2	25	0	0
TBC1D4	0	0	0	0	0	0	0	1	38	0	0
TBC1D5	0	0	0	0	0	0	0	0	15	0	0
TBC1D7	0	0	0	0	0	0	0	2	53	0	0
TBC1D8	0	0	0	1	0	7	186	0	0	0.077	0.077
TBC1D9B	0	0	0	0	0	0	0	0	3	0.548	0.548
TBCA	0	0	0	0	0	0	1	0	9	0.917	0.917
TBCB	0	0	1	0	0	0	0	0	16	0.913	0.913
TBCC	0	0	0	0	0	0	1	0	0	0.86	0.86
TBCD	0	0	0	0	0	1	98	1	56	0.834	0.834
TBCE	0	0	1	0	0	0	1	0	0	0	0
TBCEL	0	0	0	0	0	0	0	0	9	0.717	0.717
TBK1	0	1	0	1	0	0	48	5	208	0.865	0.865
TBKBP1	0	0	0	0	0	0	0	0	150	0.886	0.886
TBL1X	0	0	0	0	0	1	150	3	145	0.643	0.643
TBL1XR1	1	0	1	0	0	1	1	3	83	0.903	0.903
TBL2	0	0	0	0	0	0	0	0	7	0	0
TBL3	0	0	0	0	0	0	0	0	28	0.924	0.924
TBP	0	0	0	0	0	2	72	16	237	4.637	0.799
TBPL1	0	0	1	0	0	0	0	1	57	0.691	0.691
TBPL2	0	0	0	0	0	0	0	0	8	0.513	0.513
TBR1	0	0	1	0	0	1	75	0	4	660.33	0.631
TBRG1	0	0	0	1	0	0	0	1	158	0	0
TBRG4	0	0	0	1	0	0	0	0	16	0.899	0.899
TBX1	0	1	1	1	0	23	207	0	19	3933.59	0.787
TBX10	0	0	0	0	0	22	197	0	0	3.506	0.636
TBX15	0	0	0	0	0	0	0	0	12	4106.06	0.896
TBX19	0	0	1	1	0	22	197	0	0	4.832	0.559
TBX2	0	0	1	1	0	9	189	0	11	4115.4	0.056
TBX20	0	0	1	1	0	0	0	0	3	4105.68	0.515
TBX21	0	0	1	0	0	34	222	4	103	3781.14	0.356
TBX22	0	0	0	0	0	34	222	0	33	1145.26	0
TBX3	0	1	1	1	0	33	227	0	101	4038.64	0.056
TBX4	0	0	0	0	0	0	0	0	0	6.08	0.28
TBX5	0	1	1	1	0	0	0	1	24	643.508	0.699
TBX6	0	0	1	0	0	11	167	0	23	0.779	0.779
TBXA2R	0	0	0	0	0	1	147	1	25	0.694	0.694
TCAP	0	0	1	0	0	14	171	3	107	0	0
TCEA1	1	0	1	0	0	1	1	4	66	0.879	0.879
TCEA2	0	0	0	0	0	0	0	2	218	0.076	0.076
TCEA3	0	0	0	0	0	0	0	0	0	0.795	0.795
TCEAL1	0	0	0	0	0	11	166	1	31	0	0
TCEAL2	0	0	0	0	0	0	0	0	4	0	0
TCEAL4	0	0	0	0	0	0	0	0	18	0	0
TCEAL5	0	0	0	0	0	0	0	0	4	0	0
TCEAL7	0	0	0	0	0	0	0	0	11	0	0
TCEAL8	0	0	0	0	0	0	0	0	60	0	0
TCEANC	0	0	0	0	0	0	0	1	75	0.596	0.596
TCEANC2	0	0	0	0	0	0	0	0	4	0	0
TCEB1	0	0	0	0	0	13	171	4	85	0.939	0.939
TCEB2	0	0	0	0	0	15	174	2	55	0.941	0.941
TCEB3	0	0	0	0	0	13	171	2	53	0.397	0.397
TCEB3B	0	0	0	0	0	23	174	0	39	0.608	0.608
TCEB3C	0	0	0	0	0	0	0	1	8	0	0
TCERG1	0	0	0	0	0	23	174	10	177	0.321	0.321
TCF12	1	0	1	0	0	22	212	10	133	4114.88	0.565
TCF15	0	0	1	0	0	15	174	0	0	0.902	0.902
TCF19	0	0	0	1	0	48	233	0	95	0.9	0.9
TCF20	0	0	0	0	0	0	0	1	47	0.591	0.591
TCF21	0	0	1	0	0	2	95	2	32	25.544	0.932
TCF23	0	0	1	0	0	0	0	1	10	8.955	0.67
TCF25	0	0	0	0	0	11	166	0	52	0.901	0.901
TCF3	1	0	1	1	1	1	1	16	203	4091.66	0.925
TCF4	0	0	1	0	0	13	171	18	258	3799.59	0.877
TCF7	0	0	1	1	0	22	211	1	14	3807.96	0.93
TCF7L1	0	0	1	0	1	0	0	1	47	3760.93	0.93
TCF7L2	1	1	1	1	0	25	221	3	101	4117.55	0
TCFL5	0	0	1	1	0	40	214	0	4	4082.93	0.743
TCHH	0	0	1	0	0	0	0	0	0	0.585	0.585
TCHP	0	1	0	0	0	0	0	2	44	0.118	0.118
TCIRG1	0	0	0	1	0	8	190	0	16	0.822	0.822
TCL1A	1	0	1	0	0	18	203	4	76	0.502	0.502
TCL1B	0	0	0	0	0	0	0	2	35	0.671	0.671
TCL6	1	0	0	0	0	1	1	1	8	0	0
TCN1	0	0	0	0	0	0	0	0	0	0.144	0.144
TCN2	0	0	0	0	0	0	0	0	7	0.92	0.92
TCOF1	0	0	0	0	0	9	182	1	50	0.862	0.862
TCP1	0	1	0	0	0	0	0	2	223	0.639	0.639
TCP10L	0	0	0	0	0	0	0	0	26	0.795	0.795
TCP11	0	0	1	0	0	18	203	0	29	0.099	0.099
TCP11L1	0	0	0	0	0	0	0	0	22	0.089	0.089
TCTA	0	0	0	0	0	0	0	1	30	0.808	0.808
TCTEX1D1	0	0	0	0	0	0	0	0	8	0.872	0.872
TCTEX1D2	0	0	0	0	0	0	0	0	28	0	0
TCTEX1D4	0	0	0	0	0	0	0	0	10	0.563	0.563
TDG	0	0	0	0	0	3	86	8	188	0.915	0.915
TDGF1	0	1	1	1	0	13	221	1	24	0	0
TDH	0	0	0	0	0	0	0	0	1	0	0
TDO2	0	0	0	0	0	0	0	0	32	0.857	0.857
TDP1	0	0	0	0	0	0	0	1	21	0.844	0.844
TDP2	0	0	0	0	0	0	0	1	125	0.83	0.83
TDRD1	0	0	1	0	0	0	0	1	48	0.613	0.613
TDRD3	0	0	0	0	0	0	0	1	13	0.325	0.325
TDRD6	0	0	1	0	0	0	0	0	19	0	0
TDRD7	0	0	1	0	0	0	0	1	21	0.842	0.842
TEAD1	0	0	1	1	0	0	0	2	57	4115.95	0.94
TEAD2	0	1	1	0	0	0	0	1	56	0.503	0.503
TEAD3	0	0	1	0	0	13	187	1	38	4047.58	0.12
TEAD4	0	0	0	0	0	10	187	3	48	4115.95	0.885
TEC	0	0	1	1	0	0	126	11	95	0.86	0.86
TECPR1	0	0	0	0	0	0	0	0	6	0.823	0.823
TECPR2	0	0	0	0	0	0	0	0	2	0	0
TECR	0	0	0	0	0	0	0	0	152	0.81	0.81
TECTA	0	0	0	0	0	1	112	0	0	0.33	0.33
TEF	0	0	0	0	0	0	0	2	14	878.242	0
TEFM	0	0	0	0	0	0	0	0	1	0	0
TEK	0	1	1	1	0	10	195	3	87	0	0
TEKT1	0	0	0	0	0	0	0	0	15	0.63	0.63
TEKT3	0	0	0	0	0	0	0	0	17	0.425	0.425
TEKT4	0	0	0	0	0	0	0	1	81	0.454	0.454
TEKT4P2	0	0	0	0	0	0	0	0	6	0	0
TEKT5	0	0	0	0	0	0	0	0	4	0.858	0.858
TELO2	0	0	0	0	0	0	0	2	82	0.915	0.915
TEN1	0	0	0	0	0	0	0	0	1	0	0
TENC1	0	0	0	0	0	0	0	4	74	0	0
TENM1	0	0	0	1	0	0	0	0	4	0	0
TEP1	0	0	0	0	0	0	0	2	47	0.781	0.781
TERC	0	0	0	0	0	0	0	0	0	0	0
TERF1	0	1	0	0	1	0	0	16	302	0.817	0.817
TERF2	0	0	0	0	0	1	39	9	231	0.675	0.675
TERF2IP	0	0	0	0	0	1	39	9	186	0.81	0.81
TERT	1	1	0	1	0	1	14	4	208	0.843	0.843
TES	0	0	0	1	0	0	0	0	38	0.791	0.791
TESC	0	0	1	1	0	0	0	0	7	0	0
TESK1	0	0	0	0	0	1	118	0	67	0.821	0.821
TESK2	0	0	0	0	0	0	0	0	40	0.074	0.074
TET2	1	0	1	0	0	1	1	1	2	0.457	0.457
TEX10	0	0	0	0	0	0	0	0	37	0.224	0.224
TEX11	0	1	0	0	0	0	0	0	64	0	0
TEX13A	0	0	0	0	0	0	0	0	0	0.442	0.442
TEX14	0	0	0	0	1	0	0	0	2	0.82	0.82
TEX264	0	0	0	0	0	0	0	0	0	0.902	0.902
TEX28	0	0	0	0	0	0	0	0	5	0	0
TEX37	0	0	0	0	0	0	0	0	17	0	0
TEX9	0	0	0	0	0	0	0	0	17	0.444	0.444
TF	0	0	1	0	0	0	0	3	106	0.907	0.907
TFAM	0	0	0	0	0	0	31	0	5	0.485	0.485
TFAP2A	0	1	1	1	0	13	172	8	244	4115.05	0
TFAP2B	0	1	1	1	0	20	204	0	69	4107.15	0
TFAP2C	0	0	1	1	0	17	214	2	87	4105.1	0
TFAP4	0	1	0	1	0	30	217	0	29	4115.32	0
TFB1M	0	0	0	0	0	0	0	0	0	0.414	0.414
TFB2M	0	0	0	0	0	0	0	0	0	0	0
TFCP2	0	0	0	0	0	13	171	3	167	4101.95	0.512
TFCP2L1	0	0	1	0	0	13	188	0	0	0	0
TFDP1	0	1	0	1	1	48	233	2	190	4112.73	0.865
TFDP2	0	0	0	0	1	0	0	2	50	0.404	0.404
TFDP3	0	0	0	0	1	0	0	0	33	0.572	0.572
TFE3	1	0	1	0	0	1	1	5	82	3995.01	0.911
TFEC	0	0	0	0	0	0	0	2	12	3947.54	0.834
TFF1	0	0	1	1	0	2	38	0	15	0.798	0.798
TFF2	0	0	0	1	0	0	104	0	0	0.219	0.219
TFF3	0	0	0	0	0	4	175	0	9	0.777	0.777
TFG	1	0	0	0	0	3	147	3	113	0	0
TFIP11	0	0	0	0	0	0	0	5	105	0.587	0.587
TFPI	0	0	0	0	0	2	129	0	3	0.927	0.927
TFPI2	0	0	0	0	0	0	0	0	6	0.765	0.765
TFPT	1	1	0	0	0	1	1	4	81	0.92	0.92
TFR2	0	0	0	0	0	1	50	0	15	0.907	0.907
TFRC	1	0	1	1	0	1	1	1	41	0.894	0.894
TG	0	0	0	0	0	0	0	0	6	0	0
TGDS	0	0	0	0	0	0	0	1	42	0.896	0.896
TGFA	0	1	0	1	1	26	215	1	48	0.653	0.653
TGFB1	0	1	1	1	1	2	108	4	81	0.922	0.922
TGFB1I1	0	0	1	1	0	5	102	3	124	0.917	0.917
TGFB2	0	1	1	1	0	50	235	1	38	0.196	0.196
TGFB3	0	1	1	1	0	12	202	1	13	0.91	0.91
TGFBI	0	0	1	1	0	26	219	1	12	0.74	0.74
TGFBR1	0	1	1	1	0	8	199	8	254	0.062	0.062
TGFBR2	0	1	1	1	0	6	181	5	205	0	0
TGFBR3	0	0	1	1	0	19	205	0	11	0	0
TGFBRAP1	0	0	0	0	0	3	128	1	29	0	0
TGIF1	0	0	1	1	0	28	211	3	156	4094.62	0.904
TGIF2	0	0	1	0	0	0	0	0	82	3891.01	0.491
TGIF2LY	0	0	0	0	0	0	0	1	34	3923.1	0
TGM1	0	0	1	0	0	0	45	0	0	0.282	0.282
TGM2	0	1	0	0	0	0	0	2	130	0.595	0.595
TGM3	0	0	1	0	0	1	114	0	9	0.775	0.775
TGM5	0	0	0	0	0	2	125	0	0	0.247	0.247
TGOLN2	0	0	0	0	0	0	0	3	100	0.858	0.858
TGS1	0	0	0	0	0	0	0	2	101	0.707	0.707
TH	0	0	1	0	0	0	0	0	52	0.698	0.698
TH1L	0	0	0	0	0	0	0	3	191	0.868	0.868
THADA	0	0	0	0	0	0	0	0	4	0.379	0.379
THAP1	0	0	0	1	1	0	0	3	91	4015.38	0
THAP10	0	0	0	0	0	0	0	0	26	0	0
THAP11	0	0	0	0	0	0	0	0	20	0	0
THAP2	0	0	0	0	0	0	0	0	10	0	0
THAP3	0	0	0	0	0	0	0	0	4	0	0
THAP4	0	0	0	0	0	0	0	0	43	0	0
THAP5	0	0	0	0	0	0	0	0	5	0	0
THAP6	0	0	0	0	0	0	0	0	5	0	0
THAP7	0	0	0	0	0	0	0	2	133	0	0
THAP8	0	0	0	0	0	0	0	1	61	0	0
THBD	0	0	0	0	0	2	129	0	1	0.866	0.866
THBS1	0	1	0	1	0	18	203	3	22	0.759	0.759
THBS2	0	0	0	0	0	0	0	0	1	0	0
THBS3	0	0	0	0	0	0	33	0	0	0.493	0.493
THBS4	0	0	0	1	0	0	21	0	0	0.125	0.125
THEG	0	0	1	0	0	1	118	0	16	0.481	0.481
THEM4	0	1	0	0	0	0	0	1	34	0.769	0.769
THEM5	0	0	0	0	0	0	0	0	7	0.155	0.155
THEMIS	0	0	1	0	0	0	0	0	7	0	0
THEMIS2	0	0	0	0	0	0	0	0	8	0	0
THG1L	0	0	0	0	0	0	0	0	23	0.725	0.725
THNSL1	0	0	0	0	0	0	0	0	5	0.558	0.558
THNSL2	0	0	0	0	0	0	0	0	13	0.451	0.451
THOC1	0	1	0	0	0	0	0	1	45	0.692	0.692
THOC2	0	0	0	0	0	0	0	0	27	0.798	0.798
THOC3	0	0	0	0	0	0	0	0	11	0	0
THOC4	0	0	0	0	0	0	0	0	168	0	0
THOC5	0	0	1	0	0	0	0	0	7	0.647	0.647
THOC6	0	1	0	0	0	0	0	0	15	0.924	0.924
THOC7	0	0	0	0	0	0	0	0	24	0.581	0.581
THOP1	0	0	0	0	0	0	0	0	23	0.882	0.882
THPO	0	0	1	1	0	39	228	1	63	0.858	0.858
THRA	0	1	1	0	0	23	174	10	249	3858.89	0
THRAP3	1	0	0	0	0	7	139	4	207	0	0
THRB	0	0	1	0	0	0	0	7	162	4096.94	0
THRSP	0	0	0	0	0	1	142	0	0	0.895	0.895
THSD7A	0	0	1	0	0	0	0	0	7	0.906	0.906
THSD7B	0	0	0	0	0	0	0	0	1	0	0
THTPA	0	0	0	0	0	0	7	0	0	0.474	0.474
THUMPD3	0	0	0	0	0	0	0	0	1	0.933	0.933
THY1	0	0	1	0	0	0	0	1	46	0.893	0.893
THYN1	0	0	0	0	0	0	0	0	15	0.926	0.926
TIA1	0	1	0	0	0	7	174	0	2	0.604	0.604
TIAF1	0	1	0	0	0	8	195	1	19	0.117	0.117
TIAL1	0	1	1	1	0	24	211	0	0	0	0
TIAM1	0	1	1	0	0	0	0	3	92	0.836	0.836
TIAM2	0	1	0	0	0	0	0	1	45	0.617	0.617
TICAM1	0	1	0	1	0	3	147	0	29	0.794	0.794
TICAM2	0	1	0	0	0	3	147	0	25	0.004	0.004
TICRR	0	0	0	0	1	0	0	0	8	0	0
TIE1	0	0	1	0	0	2	95	1	87	0.933	0.933
TIFA	0	0	0	0	0	0	0	0	44	0.618	0.618
TIGD1	0	0	0	0	0	0	0	0	4	0.089	0.089
TIGD4	0	0	0	0	0	0	0	0	4	0.526	0.526
TIGD5	0	0	0	0	0	0	0	0	2	0.936	0.936
TIGD7	0	0	0	0	0	0	0	0	0	0.573	0.573
TIGIT	0	0	0	0	0	0	0	0	1	0	0
TIMELESS	0	0	0	1	1	2	94	0	33	0	0
TIMM10	0	0	0	0	0	1	112	0	0	0.83	0.83
TIMM13	0	0	0	0	0	1	112	0	20	0.893	0.893
TIMM16	0	0	0	0	0	0	0	0	0	0	0
TIMM17A	0	0	0	0	0	0	0	0	9	0	0
TIMM17B	0	0	0	0	0	0	0	0	5	0	0
TIMM23	0	0	0	0	0	0	0	0	1	0	0
TIMM23B	0	0	0	0	0	0	0	0	0	0	0
TIMM44	0	0	0	0	0	0	0	0	27	0.743	0.743
TIMM50	0	1	0	0	0	0	18	1	162	0.753	0.753
TIMM8A	0	0	0	0	0	7	174	0	13	0.879	0.879
TIMM8B	0	0	0	0	0	1	112	0	1	0.823	0.823
TIMM9	0	0	0	0	0	1	112	0	0	0.49	0.49
TIMMDC1	0	0	0	0	0	0	0	0	1	0	0
TIMP1	0	1	0	1	0	6	181	0	32	0.921	0.921
TIMP2	0	0	1	1	1	0	0	0	9	0.835	0.835
TIMP3	0	0	0	0	0	0	0	0	2	0.843	0.843
TIMP4	0	0	0	0	0	0	0	0	1	0.917	0.917
TINAG	0	0	0	0	0	5	152	0	0	0.194	0.194
TINAGL1	0	0	0	0	0	0	33	1	94	0	0
TINCR	0	0	0	0	0	0	0	0	8	0	0
TINF2	0	0	0	1	0	1	39	2	116	0.286	0.286
TIPARP	0	0	1	0	0	0	0	0	0	0	0
TIPIN	0	0	0	1	1	0	0	0	12	0.897	0.897
TIPRL	0	0	0	0	0	0	0	0	9	0.941	0.941
TIRAP	0	0	1	1	0	0	0	1	165	0	0
TJAP1	0	0	0	0	0	0	0	0	4	0	0
TJP1	0	1	1	0	0	0	2	2	95	0.934	0.934
TJP2	0	1	1	0	0	0	0	1	77	0.922	0.922
TJP3	0	0	0	0	1	0	0	0	5	0	0
TK1	0	0	0	1	0	1	43	11	250	0	0
TK2	0	0	0	0	0	1	43	0	0	0	0
TKT	0	0	0	0	0	0	0	0	169	0.676	0.676
TKTL1	0	0	0	0	0	0	0	0	0	0.913	0.913
TKTL2	0	0	0	0	0	0	0	0	1	0.298	0.298
TLE1	0	1	0	0	0	27	211	9	197	0.807	0.807
TLE2	0	0	0	0	0	8	160	2	26	0	0
TLE3	0	0	0	0	0	8	160	0	34	0	0
TLE4	0	0	0	0	0	0	0	3	91	0	0
TLE6	0	0	1	0	0	0	0	0	1	0.893	0.893
TLK1	0	0	0	0	0	6	147	2	30	0.567	0.567
TLK2	0	0	0	0	0	5	138	0	11	0.823	0.823
TLL1	0	0	1	0	0	9	182	0	0	0.927	0.927
TLN1	0	0	1	0	0	0	2	6	197	0.933	0.933
TLN2	0	0	0	0	0	0	2	0	1	0.941	0.941
TLR1	0	0	0	0	0	0	0	0	2	0.414	0.414
TLR2	0	1	0	0	0	7	174	2	42	0.117	0.117
TLR3	0	1	1	0	0	0	38	1	19	0.932	0.932
TLR4	0	1	1	1	0	0	0	1	111	0	0
TLR5	0	0	0	0	0	0	0	1	4	0.262	0.262
TLR6	0	0	0	0	0	0	32	0	0	0.558	0.558
TLR7	0	0	0	0	0	1	30	1	4	0	0
TLR8	0	0	0	0	0	1	31	0	148	0	0
TLR9	0	0	0	0	0	0	8	1	85	0.38	0.38
TLX1	1	0	1	1	0	1	1	2	28	0.723	0.723
TLX2	0	0	1	0	0	0	0	0	31	0.724	0.724
TLX3	1	0	1	0	0	1	1	2	59	4087.6	0.698
TM2D1	0	1	0	0	0	0	0	0	4	0.495	0.495
TM4SF1	0	0	0	0	0	0	0	0	17	0.737	0.737
TM4SF19	0	0	0	0	0	0	0	0	14	0.064	0.064
TM4SF4	0	0	0	0	0	16	191	0	4	0.196	0.196
TM4SF5	0	0	0	0	0	1	29	0	0	0.655	0.655
TM6SF1	0	0	0	0	0	0	0	0	3	0.843	0.843
TM7SF2	0	0	0	0	0	0	0	0	2	0.232	0.232
TM9SF1	0	0	0	0	0	0	0	0	4	0.93	0.93
TM9SF2	0	0	0	0	0	2	70	1	20	0.835	0.835
TMA16	0	0	0	0	0	0	0	0	26	0	0
TMBIM1	0	1	0	0	0	0	0	0	8	0.927	0.927
TMBIM4	0	1	0	0	0	0	0	0	5	0.788	0.788
TMBIM6	0	1	0	0	0	0	0	2	7	0.904	0.904
TMC5	0	0	0	0	0	0	0	0	2	0.787	0.787
TMC6	0	0	0	0	0	0	0	0	4	0.916	0.916
TMCC1	0	0	0	0	0	0	0	0	4	0.795	0.795
TMCC2	0	0	0	0	0	0	0	0	53	0.333	0.333
TMCO3	0	0	0	0	0	0	0	1	32	0.848	0.848
TMCO6	0	0	0	0	0	0	0	0	9	0.853	0.853
TMCO7	0	0	0	0	0	0	0	0	2	0	0
TMED1	0	0	0	0	0	4	195	0	39	0.715	0.715
TMED10	0	0	0	0	0	0	0	0	13	0.744	0.744
TMED2	0	0	0	0	0	0	0	1	19	0	0
TMED3	0	0	0	0	0	0	0	0	1	0	0
TMED4	0	0	0	0	0	3	147	0	0	0.886	0.886
TMED5	0	0	0	0	0	0	0	0	7	0.5	0.5
TMED7	0	0	0	0	0	0	0	0	0	0.866	0.866
TMED9	0	0	0	0	0	0	0	0	11	0	0
TMEM100	0	0	1	0	0	0	0	0	12	0.919	0.919
TMEM101	0	0	0	0	0	3	147	0	4	0.163	0.163
TMEM102	0	1	0	0	0	0	0	0	17	0.752	0.752
TMEM104	0	0	0	0	0	0	0	0	1	0.911	0.911
TMEM106A	0	0	0	0	0	0	0	0	1	0.611	0.611
TMEM106C	0	0	0	0	0	0	0	0	12	0.913	0.913
TMEM108	0	0	0	0	0	0	0	0	10	0.262	0.262
TMEM11	0	0	0	0	0	0	0	1	20	0.273	0.273
TMEM111	0	0	0	0	0	0	0	0	144	0.015	0.015
TMEM115	0	0	0	1	0	0	0	0	8	0.456	0.456
TMEM120A	0	0	1	0	0	0	0	0	1	0	0
TMEM120B	0	0	1	0	0	0	0	0	3	0.879	0.879
TMEM123	0	1	0	0	0	0	0	0	7	0.659	0.659
TMEM126B	0	0	0	0	0	0	0	0	3	0.196	0.196
TMEM128	0	0	0	0	0	0	0	1	1	0.719	0.719
TMEM132A	0	0	0	0	0	0	0	0	5	0.932	0.932
TMEM132D	0	0	0	0	0	0	0	0	17	0.553	0.553
TMEM139	0	0	0	0	0	0	0	0	2	0.638	0.638
TMEM140	0	0	0	0	0	0	0	0	4	0.919	0.919
TMEM147	0	0	0	0	0	0	0	1	3	0.917	0.917
TMEM14A	0	0	0	0	0	0	0	0	5	0	0
TMEM14B	0	0	0	0	0	0	0	0	25	0.656	0.656
TMEM14C	0	0	0	0	0	0	0	0	12	0.064	0.064
TMEM150A	0	0	0	0	0	0	0	0	13	0.806	0.806
TMEM159	0	0	0	0	0	0	0	0	0	0.574	0.574
TMEM160	0	0	0	0	0	0	0	0	12	0.875	0.875
TMEM161A	0	1	0	0	0	0	0	0	7	0.885	0.885
TMEM165	0	0	0	0	0	0	0	1	10	0.937	0.937
TMEM171	0	0	0	0	0	0	0	0	1	0.736	0.736
TMEM173	0	1	0	0	0	0	0	1	151	0.008	0.008
TMEM174	0	0	0	0	0	0	0	0	7	0.429	0.429
TMEM176A	0	0	1	0	0	0	0	0	6	0.351	0.351
TMEM176B	0	0	1	0	0	8	160	0	0	0.054	0.054
TMEM182	0	0	0	0	0	0	0	0	1	0.341	0.341
TMEM183A	0	0	0	0	0	0	0	0	2	0	0
