Gene	Cancer_Gene	GO_cell.death	GO_cell.differentiation	GO_cell.proliferation	GO_mitototic.cell.cycle	HumanNet.CGS_L1	HumanNet.CGS_L2	InteractNet.CGS_L1	InteractNet.CGS_L2	ReguleNet.DEG_score	DEG_score
STT3A	0	0	0	0	0	0	0	0	2	0.916	0.916
STT3B	0	0	0	0	0	0	0	0	0	0.586	0.586
STUB1	0	0	0	0	0	1	126	14	290	0.237	0.237
STX11	0	0	0	0	0	0	60	1	123	0	0
STX12	0	0	0	0	0	0	0	0	8	0	0
STX16	0	0	0	0	0	0	2	0	19	0.784	0.784
STX17	0	0	0	0	0	0	0	0	1	0.543	0.543
STX18	0	0	0	0	0	0	13	0	9	0.355	0.355
STX19	0	0	0	0	0	0	0	0	33	0.761	0.761
STX1A	0	0	0	0	0	0	0	0	49	0.913	0.913
STX1B	0	0	0	0	0	0	0	0	1	0.441	0.441
STX2	0	0	1	0	0	8	161	0	2	0.932	0.932
STX3	0	0	1	1	0	0	0	0	4	0.85	0.85
STX4	0	1	0	1	0	0	0	0	24	0.43	0.43
STX5	0	0	0	0	0	0	0	1	72	0.307	0.307
STX6	0	0	0	0	0	0	0	0	14	0.921	0.921
STX7	0	0	0	0	0	0	0	1	24	0.917	0.917
STX8	0	0	0	0	0	2	70	1	155	0.725	0.725
STXBP1	0	1	1	0	0	0	0	0	28	0.87	0.87
STXBP2	0	0	0	0	0	0	0	0	0	0.808	0.808
STXBP3	0	0	0	0	0	0	0	0	1	0.589	0.589
STXBP4	0	0	0	1	0	0	0	0	1	0.56	0.56
STXBP5	0	0	0	0	0	0	0	0	1	0.781	0.781
STYK1	0	0	1	1	0	0	0	0	33	0	0
STYXL1	0	0	0	0	0	5	138	0	28	0.918	0.918
SUB1	0	0	0	0	0	13	171	3	109	0.909	0.909
SUCLA2	0	0	0	0	0	0	0	0	10	0.111	0.111
SUCLG1	0	0	0	0	0	0	0	1	39	0.649	0.649
SUCLG2	0	0	0	0	0	0	0	0	2	0.487	0.487
SUDS3	0	1	0	0	0	0	0	0	71	0.883	0.883
SUFU	1	0	1	0	0	43	231	1	7	0.298	0.298
SUGP1	0	0	0	0	0	0	0	0	8	0	0
SUGP2	0	0	0	0	0	0	0	0	15	0	0
SUGT1	0	0	0	0	1	15	199	0	47	0.837	0.837
SULT1A1	0	0	0	0	0	0	7	0	0	0	0
SULT1A2	0	0	0	0	0	0	0	0	4	0	0
SULT1A3	0	0	0	0	0	0	0	0	28	0.608	0.608
SULT1B1	0	0	1	0	0	0	0	1	18	0.008	0.008
SULT1C2	0	0	0	0	0	0	7	1	23	0.005	0.005
SULT1E1	0	0	1	0	0	0	0	1	75	0.521	0.521
SULT2A1	0	0	0	0	0	0	3	1	39	0.431	0.431
SULT2B1	0	0	0	0	0	0	3	0	5	0.03	0.03
SULT4A1	0	0	0	0	0	0	0	1	30	0.879	0.879
SUMF2	0	0	0	0	0	0	0	1	37	0.415	0.415
SUMO1	0	0	0	0	0	9	161	25	276	0.729	0.729
SUMO1P1	0	0	0	0	0	0	0	2	82	0.928	0.928
SUMO2	0	0	0	0	0	0	0	15	267	0.917	0.917
SUMO3	0	0	0	0	0	0	0	4	226	0.754	0.754
SUMO4	0	0	0	0	0	0	0	0	9	0.809	0.809
SUN2	0	0	0	0	1	0	35	0	27	0.799	0.799
SUOX	0	0	0	0	0	0	0	0	144	0.699	0.699
SUPT16H	0	0	0	0	0	26	185	4	94	0.886	0.886
SUPT20H	0	0	0	0	0	0	0	0	13	0	0
SUPT3H	0	0	0	0	0	13	171	5	107	0.723	0.723
SUPT4H1	0	0	0	0	0	18	195	1	22	0.681	0.681
SUPT5H	0	0	0	0	0	17	186	0	136	0.805	0.805
SUPT6H	0	0	1	0	0	0	0	2	50	0.234	0.234
SUPT7L	0	0	0	0	0	0	3	1	71	0.811	0.811
SUPV3L1	0	1	0	0	0	0	0	0	9	0.904	0.904
SURF1	0	0	0	0	0	1	50	0	2	0.402	0.402
SURF2	0	0	0	0	0	0	0	2	7	0.883	0.883
SURF4	0	0	0	0	0	0	0	0	0	0.841	0.841
SURF6	0	0	0	0	0	0	0	0	15	0.755	0.755
SUSD1	0	0	0	0	0	0	0	0	6	0.715	0.715
SUSD2	0	0	0	0	0	0	0	0	5	0	0
SUSD4	0	0	0	0	0	0	0	0	10	0.853	0.853
SUV39H1	0	0	1	0	0	0	0	15	219	0.919	0.919
SUV39H2	0	0	1	0	0	1	74	5	144	0	0
SUV420H1	0	0	0	0	0	0	0	0	45	0.512	0.512
SUV420H2	0	0	0	0	0	0	0	0	56	0.831	0.831
SUZ12	1	0	1	1	0	1	1	7	116	0.905	0.905
SV2A	0	0	0	0	0	0	0	0	11	0.799	0.799
SV2B	0	0	0	0	0	0	0	0	0	0.495	0.495
SV2C	0	0	0	0	0	0	0	0	0	0.724	0.724
SVEP1	0	0	0	0	0	0	0	0	53	0.931	0.931
SVIL	0	0	0	0	0	0	13	3	76	0.258	0.258
SVIP	0	0	0	0	0	0	0	1	13	0.056	0.056
SWAP70	0	0	0	0	0	0	0	1	32	0.81	0.81
SWSAP1	0	0	0	0	0	0	0	0	4	0	0
SYAP1	0	0	0	0	0	0	0	1	9	0.876	0.876
SYBU	0	0	0	0	0	0	0	0	22	0.52	0.52
SYCE1	0	0	0	0	0	0	0	3	54	0.344	0.344
SYCE3	0	1	0	0	0	0	0	0	5	0	0
SYCP1	0	0	1	0	0	3	135	0	0	0.617	0.617
SYCP3	0	0	1	0	0	0	0	0	11	0.355	0.355
SYDE2	0	0	0	0	0	0	0	0	25	0.921	0.921
SYF2	0	0	0	0	1	0	0	0	5	0.195	0.195
SYK	1	0	1	1	0	45	231	15	270	0.275	0.275
SYMPK	0	0	0	0	0	0	0	0	13	0.743	0.743
SYN1	0	0	0	0	0	1	118	2	140	0.6	0.6
SYN2	0	0	0	0	0	0	0	1	25	0.79	0.79
SYN3	0	0	0	0	0	0	5	0	1	0.626	0.626
SYNC	0	0	0	0	0	0	0	0	1	0	0
SYNCRIP	0	0	1	0	0	3	48	4	217	0.872	0.872
SYNDIG1	0	0	0	0	0	0	0	0	7	0	0
SYNE1	0	0	1	0	0	1	5	2	58	0	0
SYNE2	0	0	0	0	0	0	0	1	43	0.259	0.259
SYNE4	0	0	1	0	0	0	0	1	19	0	0
SYNGAP1	0	0	0	0	0	0	0	2	60	0.662	0.662
SYNGR1	0	0	0	0	0	0	0	0	4	0.706	0.706
SYNGR2	0	0	0	0	0	0	0	0	1	0.308	0.308
SYNJ1	0	0	1	0	0	2	17	1	78	0.858	0.858
SYNJ2	0	0	0	0	0	0	0	3	110	0.92	0.92
SYNJ2BP	0	0	0	0	0	0	0	0	20	0.894	0.894
SYNM	0	0	0	0	0	0	0	0	1	0.92	0.92
SYNPO	0	0	0	0	0	0	0	1	43	0	0
SYNPO2	0	0	0	0	0	0	0	0	33	0.832	0.832
SYNPR	0	0	0	0	0	0	0	0	1	0.396	0.396
SYNRG	0	0	0	0	0	1	55	0	5	0.237	0.237
SYP	0	0	0	0	0	0	0	0	76	0.833	0.833
SYPL1	0	0	0	0	0	1	118	0	0	0.826	0.826
SYT1	0	0	1	0	0	3	134	0	63	0.744	0.744
SYT11	0	0	0	0	0	0	0	0	19	0.58	0.58
SYT12	0	0	0	0	0	0	0	0	2	0.868	0.868
SYT13	0	0	0	0	0	0	0	0	1	0.807	0.807
SYT14	0	0	0	0	0	0	0	0	0	0.868	0.868
SYT16	0	0	0	0	0	0	0	0	6	0.848	0.848
SYT17	0	0	1	0	0	0	0	1	40	0.408	0.408
SYT2	0	0	1	0	0	0	0	0	5	0.736	0.736
SYT3	0	0	1	0	0	0	0	0	5	0.375	0.375
SYT4	0	0	1	0	0	0	0	0	11	0.062	0.062
SYT5	0	0	0	0	0	1	118	0	5	0.763	0.763
SYT6	0	0	0	0	0	0	0	0	33	0.643	0.643
SYT7	0	0	0	0	0	0	0	0	16	0.911	0.911
SYT8	0	0	0	0	0	0	0	0	4	0.202	0.202
SYT9	0	0	0	0	0	0	0	0	15	0.604	0.604
SYTL1	0	0	0	0	0	0	0	0	4	0.843	0.843
SYTL2	0	0	0	0	0	0	0	0	65	0.481	0.481
SYTL3	0	0	0	0	0	0	0	0	1	0.755	0.755
SYTL4	0	0	0	0	0	0	0	0	17	0.383	0.383
SYTL5	0	0	0	0	0	0	0	0	10	0.71	0.71
SYVN1	0	1	0	0	0	0	0	2	168	0.63	0.63
SZT2	0	0	1	0	0	0	0	1	25	0	0
T	0	0	1	1	0	2	95	0	0	4.235	0.366
TAAR1	0	0	0	0	0	1	147	0	0	0.573	0.573
TAAR5	0	0	0	0	0	1	118	0	0	0	0
TAAR6	0	0	0	0	0	1	147	0	0	0.426	0.426
TAAR8	0	0	0	0	0	1	147	0	0	0.406	0.406
TAB1	0	0	0	0	0	1	23	4	105	0.222	0.222
TAB2	0	0	0	0	0	0	0	1	222	0.202	0.202
TAB3	0	0	0	0	0	0	0	0	163	0.592	0.592
TAC1	0	0	0	1	0	0	5	0	25	0.339	0.339
TAC3	0	0	0	0	0	0	100	0	11	0.397	0.397
TAC4	0	0	0	0	0	0	0	0	0	0.599	0.599
TACC1	0	0	1	1	0	0	0	0	63	0.936	0.936
TACC2	0	0	1	1	0	0	0	1	161	0.612	0.612
TACC3	0	0	1	1	0	0	0	3	32	0	0
TACO1	0	0	0	0	0	0	0	0	2	0.935	0.935
TACR1	0	0	0	1	0	2	190	0	0	0.01	0.01
TACR2	0	0	0	0	0	0	102	0	0	0.391	0.391
TACR3	0	0	0	0	0	0	2	0	0	0.378	0.378
TACSTD2	0	0	1	1	0	35	226	0	0	0.828	0.828
TADA1	0	0	0	0	0	0	0	1	54	0.882	0.882
TADA2A	0	0	0	0	0	23	174	8	247	0.838	0.838
TADA2B	0	0	0	0	0	0	0	0	8	0.771	0.771
TADA3	0	0	0	0	1	13	171	6	194	0.145	0.145
TAF1	0	0	0	0	0	4	124	9	172	5098.4	0.238
TAF10	0	0	0	0	0	0	0	6	165	0.83	0.83
TAF11	0	0	0	0	0	0	0	1	75	0.815	0.815
TAF12	0	0	0	0	0	0	0	1	64	0.845	0.845
TAF13	0	0	0	0	0	0	0	1	55	0.668	0.668
TAF15	1	0	0	0	0	1	1	2	77	0.807	0.807
TAF1A	0	0	0	0	0	23	174	2	99	0.936	0.936
TAF1B	0	0	0	0	0	0	0	3	145	0.821	0.821
TAF1C	0	0	0	0	0	23	174	1	89	0.436	0.436
TAF1D	0	0	0	0	0	0	0	2	135	0.929	0.929
TAF1L	0	0	0	0	0	13	171	0	17	0.475	0.475
TAF2	0	0	0	0	1	2	72	0	53	0.923	0.923
TAF3	0	0	0	0	0	0	0	0	36	0.527	0.527
TAF4	0	0	0	0	0	0	0	2	92	0.861	0.861
TAF4B	0	0	1	1	0	0	0	0	35	0.908	0.908
TAF5	0	0	0	0	0	0	0	2	63	0.889	0.889
TAF5L	0	0	0	0	0	23	174	2	111	0.749	0.749
TAF6	0	0	0	1	0	0	0	3	159	0.868	0.868
TAF6L	0	0	0	0	0	14	185	2	101	0.79	0.79
TAF7	0	0	0	0	0	0	0	2	82	0.273	0.273
TAF7L	0	0	1	0	0	0	0	0	20	0.493	0.493
TAF8	0	0	1	1	0	0	3	0	32	0.376	0.376
TAF9	0	1	0	0	0	23	174	5	158	0.747	0.747
TAF9B	0	1	0	0	0	0	0	1	25	0.15	0.15
TAG	0	0	0	0	0	0	0	1	44	0	0
TAGLN	0	0	1	0	0	1	129	1	23	0.755	0.755
TAGLN2	0	0	1	0	0	0	0	1	12	0.407	0.407
TAGLN3	0	0	0	0	0	1	120	0	0	0.603	0.603
TAL1	1	0	1	1	1	26	215	18	264	3892.31	0
TAL2	1	0	0	0	0	1	1	4	44	1091.63	0.626
TALDO1	0	0	0	0	0	2	38	0	41	0.863	0.863
TANK	0	0	0	0	0	0	0	1	230	0.596	0.596
TAOK1	0	1	0	0	1	0	0	1	20	0.732	0.732
TAOK2	0	1	0	0	1	2	191	0	2	0.875	0.875
TAOK3	0	1	0	0	1	3	106	1	59	0.824	0.824
TAP1	0	0	0	0	0	0	0	1	23	0.678	0.678
TAP2	0	0	0	0	0	1	55	0	3	0.177	0.177
TAPBP	0	0	0	0	0	23	213	2	12	0.064	0.064
TAPBPL	0	0	0	0	0	0	0	0	29	0.712	0.712
TARBP1	0	0	0	0	0	13	171	0	8	0.907	0.907
TARBP2	0	0	1	0	0	13	171	2	51	0.906	0.906
TARDBP	0	1	0	0	0	25	184	1	166	0.823	0.823
TARS	0	0	0	0	0	0	0	1	63	0	0
TARS2	0	0	0	0	0	0	0	0	2	0.859	0.859
TARSL2	0	0	0	0	0	0	0	0	1	0.378	0.378
TAS1R1	0	0	0	0	0	0	0	0	0	0.335	0.335
TAS1R2	0	0	0	0	0	0	0	0	0	0.639	0.639
TAS1R3	0	0	0	0	0	0	0	0	0	0.772	0.772
TAS2R1	0	0	0	0	0	1	151	0	0	0.521	0.521
TAS2R13	0	0	0	0	0	0	0	1	146	0.515	0.515
TAS2R16	0	0	0	0	0	0	0	0	0	0.331	0.331
TAS2R3	0	0	0	0	0	0	0	0	0	0.303	0.303
TAS2R4	0	0	0	0	0	0	0	0	0	0.586	0.586
TAS2R5	0	0	0	0	0	0	24	0	0	0.61	0.61
TASP1	0	0	0	0	0	0	0	1	14	0.68	0.68
TAT	0	0	0	0	0	0	0	3	124	0.346	0.346
TAX1BP1	0	1	0	0	0	8	195	3	178	0.704	0.704
TAX1BP3	0	0	0	1	0	1	74	2	57	0.203	0.203
TAZ	0	0	0	0	0	2	167	1	10	0.708	0.708
TBC1D1	0	0	0	0	0	0	0	1	44	0.548	0.548
TBC1D10A	0	0	0	0	0	0	0	0	30	0.703	0.703
TBC1D10C	0	0	0	0	0	0	0	0	11	0.923	0.923
TBC1D14	0	0	0	0	0	0	0	0	8	0.53	0.53
TBC1D15	0	0	0	0	0	0	0	0	161	0.876	0.876
TBC1D16	0	0	0	0	0	0	0	0	41	0.782	0.782
TBC1D17	0	0	0	0	0	0	0	0	21	0.801	0.801
TBC1D19	0	0	0	0	0	0	0	0	0	0.366	0.366
TBC1D22B	0	0	0	0	0	0	0	1	56	0.77	0.77
TBC1D23	0	0	0	0	0	0	0	1	19	0.839	0.839
TBC1D25	0	0	0	0	0	0	0	0	7	0.266	0.266
TBC1D27	0	0	0	0	0	0	0	0	0	0	0
TBC1D2B	0	0	0	0	0	0	0	0	1	0.874	0.874
TBC1D3F	0	0	0	0	0	0	0	2	25	0	0
TBC1D4	0	0	0	0	0	0	0	1	38	0.82	0.82
TBC1D5	0	0	0	0	0	0	0	0	15	0.8	0.8
TBC1D7	0	0	0	0	0	0	0	2	53	0.927	0.927
TBC1D8	0	0	0	1	0	7	186	0	0	0.462	0.462
TBC1D9B	0	0	0	0	0	0	0	0	3	0.103	0.103
TBCA	0	0	0	0	0	0	1	0	9	0.805	0.805
TBCB	0	0	1	0	0	0	0	0	16	0.793	0.793
TBCC	0	0	0	0	0	0	1	0	0	0.761	0.761
TBCD	0	0	0	0	0	1	98	1	56	0.692	0.692
TBCE	0	0	1	0	0	0	1	0	0	0.915	0.915
TBCEL	0	0	0	0	0	0	0	0	9	0.848	0.848
TBK1	0	1	0	1	0	0	48	5	208	0.436	0.436
TBKBP1	0	0	0	0	0	0	0	0	150	0.165	0.165
TBL1X	0	0	0	0	0	1	150	3	145	0.906	0.906
TBL1XR1	1	0	1	0	0	1	1	3	83	0.923	0.923
TBL2	0	0	0	0	0	0	0	0	7	0.914	0.914
TBL3	0	0	0	0	0	0	0	0	28	0.829	0.829
TBP	0	0	0	0	0	2	72	16	237	11.552	0.703
TBPL1	0	0	1	0	0	0	0	1	57	0.784	0.784
TBPL2	0	0	0	0	0	0	0	0	8	0.64	0.64
TBR1	0	0	1	0	0	1	75	0	4	1.458	0.628
TBRG1	0	0	0	1	0	0	0	1	158	0.887	0.887
TBRG4	0	0	0	1	0	0	0	0	16	0	0
TBX1	0	1	1	1	0	23	207	0	19	2941.72	0.829
TBX10	0	0	0	0	0	22	197	0	0	1.509	0.65
TBX15	0	0	0	0	0	0	0	0	12	12.83	0.871
TBX19	0	0	1	1	0	22	197	0	0	1.243	0.629
TBX2	0	0	1	1	0	9	189	0	11	42.133	0.916
TBX20	0	0	1	1	0	0	0	0	3	1343.53	0.712
TBX21	0	0	1	0	0	34	222	4	103	2205.66	0.867
TBX22	0	0	0	0	0	34	222	0	33	2.177	0.349
TBX3	0	1	1	1	0	33	227	0	101	667.69	0.871
TBX4	0	0	0	0	0	0	0	0	0	5.767	0.939
TBX5	0	1	1	1	0	0	0	1	24	4.714	0.913
TBX6	0	0	1	0	0	11	167	0	23	0.843	0.843
TBXA2R	0	0	0	0	0	1	147	1	25	0.884	0.884
TCAP	0	0	1	0	0	14	171	3	107	0.902	0.902
TCEA1	1	0	1	0	0	1	1	4	66	0.902	0.902
TCEA2	0	0	0	0	0	0	0	2	218	0.399	0.399
TCEA3	0	0	0	0	0	0	0	0	0	0.136	0.136
TCEAL1	0	0	0	0	0	11	166	1	31	0.901	0.901
TCEAL2	0	0	0	0	0	0	0	0	4	0.907	0.907
TCEAL4	0	0	0	0	0	0	0	0	18	0.582	0.582
TCEAL5	0	0	0	0	0	0	0	0	4	0.367	0.367
TCEAL7	0	0	0	0	0	0	0	0	11	0.911	0.911
TCEAL8	0	0	0	0	0	0	0	0	60	0.203	0.203
TCEANC	0	0	0	0	0	0	0	1	75	0.538	0.538
TCEANC2	0	0	0	0	0	0	0	0	4	0	0
TCEB1	0	0	0	0	0	13	171	4	85	0.908	0.908
TCEB2	0	0	0	0	0	15	174	2	55	0.779	0.779
TCEB3	0	0	0	0	0	13	171	2	53	0.799	0.799
TCEB3B	0	0	0	0	0	23	174	0	39	0.791	0.791
TCEB3C	0	0	0	0	0	0	0	1	8	0.7	0.7
TCERG1	0	0	0	0	0	23	174	10	177	0.883	0.883
TCF12	1	0	1	0	0	22	212	10	133	4137.34	0.48
TCF15	0	0	1	0	0	15	174	0	0	0.649	0.649
TCF19	0	0	0	1	0	48	233	0	95	0.918	0.918
TCF20	0	0	0	0	0	0	0	1	47	0.919	0.919
TCF21	0	0	1	0	0	2	95	2	32	7.421	0
TCF23	0	0	1	0	0	0	0	1	10	854.812	0.39
TCF25	0	0	0	0	0	11	166	0	52	0.256	0.256
TCF3	1	0	1	1	1	1	1	16	203	69.898	0.93
TCF4	0	0	1	0	0	13	171	18	258	1408.16	0.711
TCF7	0	0	1	1	0	22	211	1	14	403.674	0.475
TCF7L1	0	0	1	0	1	0	0	1	47	814.976	0.352
TCF7L2	1	1	1	1	0	25	221	3	101	11.568	0.84
TCFL5	0	0	1	1	0	40	214	0	4	4049.4	0.892
TCHH	0	0	1	0	0	0	0	0	0	0.548	0.548
TCHP	0	1	0	0	0	0	0	2	44	0.773	0.773
TCIRG1	0	0	0	1	0	8	190	0	16	0.729	0.729
TCL1A	1	0	1	0	0	18	203	4	76	0.125	0.125
TCL1B	0	0	0	0	0	0	0	2	35	0.353	0.353
TCL6	1	0	0	0	0	1	1	1	8	0.353	0.353
TCN1	0	0	0	0	0	0	0	0	0	0.733	0.733
TCN2	0	0	0	0	0	0	0	0	7	0.679	0.679
TCOF1	0	0	0	0	0	9	182	1	50	0.932	0.932
TCP1	0	1	0	0	0	0	0	2	223	0.902	0.902
TCP10L	0	0	0	0	0	0	0	0	26	0.464	0.464
TCP11	0	0	1	0	0	18	203	0	29	0.524	0.524
TCP11L1	0	0	0	0	0	0	0	0	22	0.705	0.705
TCTA	0	0	0	0	0	0	0	1	30	0.925	0.925
TCTEX1D1	0	0	0	0	0	0	0	0	8	0.907	0.907
TCTEX1D2	0	0	0	0	0	0	0	0	28	0.819	0.819
TCTEX1D4	0	0	0	0	0	0	0	0	10	0.882	0.882
TDG	0	0	0	0	0	3	86	8	188	0.925	0.925
TDGF1	0	1	1	1	0	13	221	1	24	0.213	0.213
TDH	0	0	0	0	0	0	0	0	1	0.644	0.644
TDO2	0	0	0	0	0	0	0	0	32	0.779	0.779
TDP1	0	0	0	0	0	0	0	1	21	0.926	0.926
TDP2	0	0	0	0	0	0	0	1	125	0.631	0.631
TDRD1	0	0	1	0	0	0	0	1	48	0.617	0.617
TDRD3	0	0	0	0	0	0	0	1	13	0.879	0.879
TDRD6	0	0	1	0	0	0	0	0	19	0.707	0.707
TDRD7	0	0	1	0	0	0	0	1	21	0.727	0.727
TEAD1	0	0	1	1	0	0	0	2	57	3694.17	0.391
TEAD2	0	1	1	0	0	0	0	1	56	0.745	0.745
TEAD3	0	0	1	0	0	13	187	1	38	2987.22	0.841
TEAD4	0	0	0	0	0	10	187	3	48	404.484	0.415
TEC	0	0	1	1	0	0	126	11	95	0.88	0.88
TECPR1	0	0	0	0	0	0	0	0	6	0.818	0.818
TECPR2	0	0	0	0	0	0	0	0	2	0.518	0.518
TECR	0	0	0	0	0	0	0	0	152	0.848	0.848
TECTA	0	0	0	0	0	1	112	0	0	0.855	0.855
TEF	0	0	0	0	0	0	0	2	14	4738.86	0.909
TEFM	0	0	0	0	0	0	0	0	1	0	0
TEK	0	1	1	1	0	10	195	3	87	0	0
TEKT1	0	0	0	0	0	0	0	0	15	0.878	0.878
TEKT3	0	0	0	0	0	0	0	0	17	0.873	0.873
TEKT4	0	0	0	0	0	0	0	1	81	0.87	0.87
TEKT4P2	0	0	0	0	0	0	0	0	6	0	0
TEKT5	0	0	0	0	0	0	0	0	4	0.768	0.768
TELO2	0	0	0	0	0	0	0	2	82	0.892	0.892
TEN1	0	0	0	0	0	0	0	0	1	0	0
TENC1	0	0	0	0	0	0	0	4	74	0	0
TENM1	0	0	0	1	0	0	0	0	4	0	0
TEP1	0	0	0	0	0	0	0	2	47	0.17	0.17
TERC	0	0	0	0	0	0	0	0	0	0.579	0.579
TERF1	0	1	0	0	1	0	0	16	302	0.779	0.779
TERF2	0	0	0	0	0	1	39	9	231	0.607	0.607
TERF2IP	0	0	0	0	0	1	39	9	186	0.813	0.813
TERT	1	1	0	1	0	1	14	4	208	0.73	0.73
TES	0	0	0	1	0	0	0	0	38	0.411	0.411
TESC	0	0	1	1	0	0	0	0	7	0.733	0.733
TESK1	0	0	0	0	0	1	118	0	67	0.214	0.214
TESK2	0	0	0	0	0	0	0	0	40	0.345	0.345
TET2	1	0	1	0	0	1	1	1	2	0.514	0.514
TEX10	0	0	0	0	0	0	0	0	37	0.906	0.906
TEX11	0	1	0	0	0	0	0	0	64	0.792	0.792
TEX13A	0	0	0	0	0	0	0	0	0	0.542	0.542
TEX14	0	0	0	0	1	0	0	0	2	0.856	0.856
TEX264	0	0	0	0	0	0	0	0	0	0.724	0.724
TEX28	0	0	0	0	0	0	0	0	5	0	0
TEX37	0	0	0	0	0	0	0	0	17	0	0
TEX9	0	0	0	0	0	0	0	0	17	0.203	0.203
TF	0	0	1	0	0	0	0	3	106	0.549	0.549
TFAM	0	0	0	0	0	0	31	0	5	0.912	0.912
TFAP2A	0	1	1	1	0	13	172	8	244	4982.68	0.917
TFAP2B	0	1	1	1	0	20	204	0	69	3436.59	0.449
TFAP2C	0	0	1	1	0	17	214	2	87	3578.54	0.901
TFAP4	0	1	0	1	0	30	217	0	29	4466.72	0.921
TFB1M	0	0	0	0	0	0	0	0	0	0.87	0.87
TFB2M	0	0	0	0	0	0	0	0	0	0	0
TFCP2	0	0	0	0	0	13	171	3	167	4341.89	0.896
TFCP2L1	0	0	1	0	0	13	188	0	0	0.157	0.157
TFDP1	0	1	0	1	1	48	233	2	190	10.91	0.896
TFDP2	0	0	0	0	1	0	0	2	50	0.872	0.872
TFDP3	0	0	0	0	1	0	0	0	33	0.638	0.638
TFE3	1	0	1	0	0	1	1	5	82	1862.55	0.671
TFEC	0	0	0	0	0	0	0	2	12	1347.49	0.907
TFF1	0	0	1	1	0	2	38	0	15	0.448	0.448
TFF2	0	0	0	1	0	0	104	0	0	0.366	0.366
TFF3	0	0	0	0	0	4	175	0	9	0.483	0.483
TFG	1	0	0	0	0	3	147	3	113	0.94	0.94
TFIP11	0	0	0	0	0	0	0	5	105	0.77	0.77
TFPI	0	0	0	0	0	2	129	0	3	0.838	0.838
TFPI2	0	0	0	0	0	0	0	0	6	0.595	0.595
TFPT	1	1	0	0	0	1	1	4	81	0.434	0.434
TFR2	0	0	0	0	0	1	50	0	15	0.92	0.92
TFRC	1	0	1	1	0	1	1	1	41	0.727	0.727
TG	0	0	0	0	0	0	0	0	6	0.583	0.583
TGDS	0	0	0	0	0	0	0	1	42	0.801	0.801
TGFA	0	1	0	1	1	26	215	1	48	0.87	0.87
TGFB1	0	1	1	1	1	2	108	4	81	0.488	0.488
TGFB1I1	0	0	1	1	0	5	102	3	124	0.822	0.822
TGFB2	0	1	1	1	0	50	235	1	38	0.558	0.558
TGFB3	0	1	1	1	0	12	202	1	13	0.624	0.624
TGFBI	0	0	1	1	0	26	219	1	12	0.865	0.865
TGFBR1	0	1	1	1	0	8	199	8	254	0.59	0.59
TGFBR2	0	1	1	1	0	6	181	5	205	0	0
TGFBR3	0	0	1	1	0	19	205	0	11	0.931	0.931
TGFBRAP1	0	0	0	0	0	3	128	1	29	0.571	0.571
TGIF1	0	0	1	1	0	28	211	3	156	397.183	0.846
TGIF2	0	0	1	0	0	0	0	0	82	22.48	0.823
TGIF2LY	0	0	0	0	0	0	0	1	34	25.373	0.684
TGM1	0	0	1	0	0	0	45	0	0	0.444	0.444
TGM2	0	1	0	0	0	0	0	2	130	0.894	0.894
TGM3	0	0	1	0	0	1	114	0	9	0.596	0.596
TGM5	0	0	0	0	0	2	125	0	0	0.803	0.803
TGOLN2	0	0	0	0	0	0	0	3	100	0.849	0.849
TGS1	0	0	0	0	0	0	0	2	101	0.88	0.88
TH	0	0	1	0	0	0	0	0	52	0.714	0.714
TH1L	0	0	0	0	0	0	0	3	191	0.93	0.93
THADA	0	0	0	0	0	0	0	0	4	0.765	0.765
THAP1	0	0	0	1	1	0	0	3	91	4507.24	0.642
THAP10	0	0	0	0	0	0	0	0	26	0.443	0.443
THAP11	0	0	0	0	0	0	0	0	20	0.244	0.244
THAP2	0	0	0	0	0	0	0	0	10	0.196	0.196
THAP3	0	0	0	0	0	0	0	0	4	0.536	0.536
THAP4	0	0	0	0	0	0	0	0	43	0.832	0.832
THAP5	0	0	0	0	0	0	0	0	5	0.382	0.382
THAP6	0	0	0	0	0	0	0	0	5	0.376	0.376
THAP7	0	0	0	0	0	0	0	2	133	0.712	0.712
THAP8	0	0	0	0	0	0	0	1	61	0.846	0.846
THBD	0	0	0	0	0	2	129	0	1	0.9	0.9
THBS1	0	1	0	1	0	18	203	3	22	0.726	0.726
THBS2	0	0	0	0	0	0	0	0	1	0.918	0.918
THBS3	0	0	0	0	0	0	33	0	0	0.658	0.658
THBS4	0	0	0	1	0	0	21	0	0	0.552	0.552
THEG	0	0	1	0	0	1	118	0	16	0.735	0.735
THEM4	0	1	0	0	0	0	0	1	34	0.728	0.728
THEM5	0	0	0	0	0	0	0	0	7	0.824	0.824
THEMIS	0	0	1	0	0	0	0	0	7	0.067	0.067
THEMIS2	0	0	0	0	0	0	0	0	8	0	0
THG1L	0	0	0	0	0	0	0	0	23	0.744	0.744
THNSL1	0	0	0	0	0	0	0	0	5	0.938	0.938
THNSL2	0	0	0	0	0	0	0	0	13	0.741	0.741
THOC1	0	1	0	0	0	0	0	1	45	0.873	0.873
THOC2	0	0	0	0	0	0	0	0	27	0.804	0.804
THOC3	0	0	0	0	0	0	0	0	11	0.914	0.914
THOC4	0	0	0	0	0	0	0	0	168	0.931	0.931
THOC5	0	0	1	0	0	0	0	0	7	0.907	0.907
THOC6	0	1	0	0	0	0	0	0	15	0.852	0.852
