Target_Cancer_Gene	Target_GO_cell.death	Target_GO_cell.differentiation	Target_GO_cell.proliferation	Target_GO_mitototic.cell.cycle	Target_HumanNet.CGS_L1	Target_HumanNet.CGS_L2	Target_InteractNet.CGS_L1	Target_InteractNet.CGS_L2	Target_ReguleNet.DEG_score	Target_DEG_score	TF_Cancer_Gene	TF_GO_cell.death	TF_GO_cell.differentiation	TF_GO_cell.proliferation	TF_GO_mitototic.cell.cycle	TF_HumanNet.CGS_L1	TF_HumanNet.CGS_L2	TF_InteractNet.CGS_L1	TF_InteractNet.CGS_L2	TF_ReguleNet.DEG_score	TF_DEG_score	diff_Pval	avg_Pval	TF_sign	Dnase	H3K27ac	H3K27me3	H3K36me3	H3K4me1	H3K4me2	H3K4me3	H3K79me2	H3K9ac	H3K9me3	H4K20me1	Dist_GWAS_2D	Early.to.late_Rate	PhastCons	0
0	0	0	0	0	0	0	0	1	0.149	0.149	0	1	1	0	0	0	0	9	268	5026.94	0.895	5.05159	2.5258	1	0	5.5486015	0	0	23.11535484	7.3294015	0	0	6.733466	0	0	1387895	36.5	0.153	0
0	0	0	0	0	0	0	0	19	0.487	0.487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.200602	0	0	17.33596154	6.4489965	5.486999	0	0	0	0	2120556	28.5	0	0
0	0	0	1	0	6	181	0	33	0.91	0.91	0	0	0	0	0	0	0	0	0	0	0	5.55129	2.77564	-1	20	14.19857367	0	0	14.52773109	10.260094	45.40034075	0	18.39834	0	0	556763	1.14286	0	0
0	0	1	1	0	54	233	1	63	4694.74	0.575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.38445498	0	0	20.55159696	0	0	0	617543	1.26667	0.001	0
0	0	1	1	0	20	203	0	0	0.482	0.482	0	0	0	0	0	0	0	0	0	0	0	5.24949	2.62474	-1	0	0	0	0	0	0	0	0	0	0	0	3451258	0.0441176	0	0
0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.75505536	0	11.47615658	17.54478261	8.3541485	5.604816	0	5.044217	14.68453333	0	2108024	21.3333	0.002	0
0	0	0	0	0	0	0	3	231	0.422	0.422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.3257625	0	0	26.75176471	6.8056455	5.135249	0	7.199826	0	0	2071230	22	0.002	0
0	0	1	1	0	1	120	2	22	0.896	0.896	0	0	0	0	0	0	0	1	5	19.177	0.062	5.37161	2.68581	1	0	0	0	0	13.46441315	3.156707	0	0	0	0	0	1159224	13.3333	0.001	0
0	0	1	0	0	0	0	6	109	0.528	0.528	0	0	0	0	0	0	0	1	67	3163.18	0.887	6.69897	3.34949	-1	0	6.8716225	0	0	0	10.027535	38.1005745	0	13.514965	0	0	1940254	0.309524	0	0
0	0	0	0	0	0	0	1	81	0.76	0.76	0	1	1	1	0	8	193	3	154	2416.36	0.905	0.06972	5.08547	-1	0	0	21.50571429	0	0	0	0	0	0	0	0	827274	36	1	0
0	0	0	0	0	0	0	1	81	0.76	0.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.37772358	13.05385621	5.488419	4.3697605	14.41736973	0	0	0	115264	38	0.009	0
0	0	0	0	0	0	0	1	81	0.76	0.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.488419	0	0	0	0	0	115994	38	0.006	0
0	0	0	0	0	0	0	0	13	0.461	0.461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.408968	0	0	0	10.70167033	48.57887517	0	33.427138	0	0	2582843	1.53333	0.001	0
0	0	1	0	0	0	0	2	43	0.847	0.847	0	0	0	0	0	0	0	0	0	0	0	5.9914	2.9957	1	0	9.179711778	0	0	0	12.8251665	18.172219	10.55263158	13.838516	0	0	2812846	0.0428571	0.002	0
0	0	0	0	0	0	0	5	217	0.844	0.844	0	0	0	0	0	0	0	0	6	19.213	0.848	0	7.61e-06	0	60	22.45329987	0	0	0	17.93320667	52.54765229	0	50.824249	0	0	2743712	0.0126582	0.654	0
0	0	1	0	0	23	174	0	24	0.808	0.808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.45329987	0	0	18.20110092	15.1199775	68.06989583	0	46.02102	0	0	2718765	0.0641026	0.47	0
0	0	1	0	0	1	118	1	30	0.797	0.797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.141378333	0	14.79971223	0	6.2127925	14.2205706	10.01479675	19.10199483	11.6550303	0	2578978	0.0677966	1	0
0	0	0	0	0	0	0	0	4	0.617	0.617	0	0	0	0	0	0	0	0	0	0	0	6.07263	3.03632	1	0	41.1186225	0	11.288	0	14.685507	53.99048843	17.10790698	19.10199483	0	0	2570687	0.0862069	0	0
0	0	0	0	0	0	0	0	35	0.535	0.535	0	0	0	0	0	0	0	0	0	0	0	5.62342	2.81171	-1	12	7.8994965	0	0	0	17.156132	32.69513607	0	12.987017	0	0	2443884	1.64286	0	0
0	0	0	0	0	0	0	1	37	0.345	0.345	0	0	0	0	0	0	0	0	0	0	0	5.11919	2.55959	-1	16	24.4681735	0	0	0	12.783513	57.0591936	0	25.864224	0	0	2242373	1.13333	0	0
0	0	1	0	0	23	174	0	24	0.808	0.808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.72588235	8.4507795	46.22280922	0	0	0	0	2202324	0.857143	0.015	0
0	0	0	0	0	0	0	0	13	0.461	0.461	0	1	1	1	0	19	201	41	296	4859.97	0.911	5.60555	2.80278	-1	0	11.8349185	0	0	10.98217143	14.9027175	44.6594709	0	15.455336	0	0	2180689	0.444444	0	0
0	0	0	0	0	0	0	0	9	0.634	0.634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0133885	0	0	0	13.6066845	27.154095	0	7.721347	0	0	905780	0.0533333	1	0
1	0	0	1	0	26	219	12	291	0.832	0.832	0	0	0	0	0	0	0	0	0	0	0	5.86967	2.93484	-1	33	21.1637565	0	0	0	10.718143	45.86071057	0	24.409467	0	0	88010	0.222222	0.078	0
0	0	0	0	0	0	21	3	194	0.003	0.003	0	0	0	0	0	0	0	0	0	0	0	5.48149	2.74074	-1	0	14.0230435	0	0	0	10.73647967	31.36062175	0	10.665148	0	0	18283	0.0625	0.004	0
0	0	0	0	0	0	0	0	13	0	0	0	0	1	1	0	17	214	2	87	3578.54	0.901	5.43063	2.71531	1	0	7.96965	0	0	0	7.6299495	39.075907	0	7.338632	0	0	24036	27.5	0	0
0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.96965	17.64065934	0	11.85414634	7.6299495	39.075907	0	7.338632	0	0	23572	27.5	0	0
0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.502453	0	23.70731288	0	16.06901933	60.76022117	0	34.842845	0	0	31918	45.5	0	0
0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.83e-06	0	58	33.752013	0	24.51091314	0	20.149592	53.15190445	38.99498861	40.51841	0	0	83637	23	0	0
0	0	0	0	0	0	0	0	12	0.233	0.233	1	0	1	0	0	5	104	5	49	4837.87	0.401	0	8.69e-06	0	14	0	0	0	13.74736842	7.9401987	6.505969	0	0	0	0	6920	30.6667	0.529	0
0	0	0	0	0	1	51	0	10	3366.04	0.756	0	0	0	0	0	13	175	0	42	6.879	0.144	5.31695	2.65848	-1	0	0	0	14.09623762	0	0	0	0	0	0	0	111159	25.6667	0	0
0	0	0	0	0	1	118	1	44	0.037	0.037	0	0	0	0	0	11	166	0	0	4617.22	0.268	5.74473	2.87236	-1	0	0	0	0	0	0	0	0	0	0	0	158522	6.14286	0	0
1	1	1	0	1	10	207	23	299	0.848	0.848	0	0	0	0	0	14	200	8	260	4788.86	0.722	5.80967	2.90483	-1	38	19.8461615	0	0	20.05723077	14.137006	43.07666822	19.52569231	27.014409	0	0	78149	19	0.602	0
0	0	1	0	0	13	187	1	38	2987.22	0.841	1	1	1	1	0	1	1	19	294	3501.69	0.906	5.62893	2.81447	-1	0	18.4548445	0	11.97660819	0	14.3369675	65.16716589	0	29.507574	0	0	511243	30.3333	0.006	0
0	0	0	0	0	0	0	2	91	0.751	0.751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.10900367	0	0	22.21229268	23.8221475	15.245951	0	11.170704	0	0	449034	46	0	0
0	0	0	0	0	0	0	1	30	0.9	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	686646	0.115942	0	0
0	0	0	0	0	0	0	1	30	0.9	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.81598662	0	0	8.8514355	18.21045775	0	0	0	0	634789	0.117647	0	0
0	0	0	0	0	0	0	0	30	0.863	0.863	0	0	0	0	0	0	0	0	48	22.727	0.314	0	5.93e-06	0	3	6.292941	0	0	19.3604428	5.895585	6.076429	0	4.764789	0	0	188058	1.2381	0.057	0
0	0	1	0	1	0	0	3	181	0.884	0.884	0	0	1	1	0	0	0	3	215	3140.72	0.679	5.07831	2.53916	-1	0	15.4706345	0	15.9655	16.37	9.9697725	36.1354295	0	30.075948	0	0	1485348	29	0.076	0
0	0	1	0	0	0	0	1	44	0.862	0.862	0	0	0	0	0	0	0	0	2	4.247	0.457	5.14026	2.57013	-1	5	0	0	0	12.35288136	2.491241	0	0	0	0	0	1552506	21	0	0
0	0	0	0	0	0	22	0	39	0.748	0.748	0	0	0	0	0	0	0	0	0	0	0	0	7.78e-06	0	25	0	0	0	16.98041152	8.04362675	0	0	0	0	0	2098745	28.6667	0	0
0	0	0	0	1	0	0	1	181	0.337	0.337	0	0	0	0	0	0	0	1	67	3163.18	0.887	5.37469	2.68735	-1	0	0	0	0	16.66403756	0	0	0	0	0	0	2922633	13.6667	0.009	0
0	0	1	0	0	0	0	0	41	0.804	0.804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.839619	0	0	18.76861538	7.290987	29.27739088	0	18.520667	0	0	1312202	1.92308	0.012	0
0	0	0	0	0	0	53	4	103	0.543	0.543	0	0	0	0	0	0	0	0	8	4724.68	0.836	0	7.43e-06	0	0	8.650832151	0	0	0	6.71283275	15.11063709	19.50283243	13.855674	0	10.4575	4305765	31.5	0	0
0	0	0	0	0	0	53	4	103	0.543	0.543	0	0	0	0	0	4	124	9	172	5098.4	0.238	0	3.72e-06	0	35	8.650832151	0	0	0	6.71283275	15.11063709	19.50283243	13.855674	0	10.4575	4305979	31.5	0	0
0	0	1	0	0	14	171	1	89	0.248	0.248	1	1	1	0	1	12	220	61	369	1840.09	0.168	0	7.78e-06	0	35	10.25205767	0	0	16.34487633	8.59374925	6.23605325	0	7.874809	0	0	4129768	2.07143	0	0
0	0	0	0	0	0	0	0	26	0.707	0.707	1	0	1	1	0	1	1	1	45	4961.53	0.464	0.18159	5.26084	1	0	25.863863	0	0	18.03333333	15.570449	13.3928774	0	20.949832	0	0	3494803	22.5	0.001	0
0	0	0	1	1	20	225	1	64	0.937	0.937	0	1	1	1	0	23	174	4	213	3987.06	0.858	6.04431	3.02216	-1	0	14.994793	0	0	0	9.469258	57.4879615	10.75822222	21.297062	0	0	2153960	0.0655738	0.28	0
0	0	0	0	0	0	0	0	0	0.765	0.765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.4802105	0	0	11.1690411	13.1571965	66.3594182	30.198625	23.062943	0	0	5673406	1.78571	0	0
0	1	0	0	0	2	110	6	211	0.909	0.909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.74444633	0	0	0	10.2636845	74.24824783	23.29524941	16.506851	0	0	4126643	0.230769	0.004	0
0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.2251685	0	0	0	11.5887055	48.0911052	13.08738007	26.870617	0	0	1546679	0.0108696	0	0
1	0	1	1	0	11	166	1	128	2744.07	0.658	0	0	0	0	0	0	0	0	12	1.846	0.631	5.06753	2.53376	-1	0	8.940277667	0	0	11.63736842	11.592815	32.79958167	0	10.046709	0	0	1036951	13.4	0	0
0	0	0	0	0	0	0	0	145	0.104	0.104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.499173	0	16.66220219	15.40034188	14.9075115	41.3348002	25.09729216	13.871576	0	0	1130368	39.5	0.013	0
0	1	1	1	0	11	201	10	217	2215.5	0.695	0	0	0	0	0	0	0	0	2	434.807	0.836	5.72125	2.86063	1	0	0	0	0	0	0	0	0	0	0	0	1274123	3.6	0.001	0
0	0	0	1	0	48	229	0	71	0.173	0.173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.69945175	0	0	0	11.4211565	51.4482415	0	11.488547	0	0	115486	36	0.001	0
0	0	1	0	0	0	0	2	104	0.813	0.813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2591263	19	1	0
0	0	0	0	0	0	0	1	49	0.714	0.714	0	1	1	1	0	18	203	4	98	4387.72	0.904	5.01592	2.50796	-1	0	17.0551765	0	21.69532551	17.62218978	11.6933655	39.78051625	27.5615493	26.481007	0	0	400695	2	0	0
0	0	0	0	0	0	0	0	44	0.828	0.828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.39277375	0	25.18765413	25.76748441	11.07896512	26.06614645	30.39784711	7.839737	10.25573034	0	216950	3.41176	0	0
0	0	0	0	0	0	0	0	44	0.828	0.828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.39277375	0	25.18765413	25.76748441	11.07896512	26.06614645	30.39784711	7.839737	10.25573034	0	216984	3.41176	0.005	0
0	0	0	0	0	0	0	2	46	0.818	0.818	0	0	1	0	0	0	0	0	17	1.057	0.801	5.19791	2.59896	-1	0	0	0	0	0	0	0	0	0	0	0	1105540	5.25	0.002	0
0	0	0	0	0	0	0	1	50	0.914	0.914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.28167217	0	0	0	0	0	0	0	0	816689	3.73333	0	0
0	0	0	0	0	0	0	1	50	0.914	0.914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	891345	29	0.002	0
0	0	0	0	0	9	182	0	0	0.394	0.394	0	0	0	0	0	0	0	0	14	3706.73	0.265	5.47108	2.73554	1	0	0	0	0	0	0	0	0	0	0	0	1666134	16.3333	0	0
1	0	1	0	1	1	1	12	252	3267.99	0.632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.024817714	0	11.71681416	17.54294416	4.65389725	0	0	0	0	0	944129	18.3333	1	0
0	1	1	0	0	3	108	7	259	0.284	0.284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1029846	15	0	0
0	1	1	0	0	3	108	7	259	0.284	0.284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1029856	15	0.287	0
0	1	1	1	0	14	195	3	114	0.926	0.926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.75305785	0	0	0	0	0	0	384756	15.3333	0	0
0	0	0	0	0	0	0	0	5	0.634	0.634	0	0	0	0	0	0	0	0	0	0	0	5.34104	2.67052	1	0	12.4693725	0	10.30972477	17.95186992	6.890859333	32.39456763	45.94526904	9.423186	11.44384615	0	764132	12	0.814	0
0	0	0	0	0	0	0	2	93	0.941	0.941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.0679825	0	0	11.86634146	12.0600105	78.042657	0	32.334499	0	0	220512	4.1	0	0
0	1	1	0	0	21	208	5	166	4228.94	0.925	0	0	0	0	0	0	0	0	11	3508.62	0.632	0	8.02e-06	0	16	4.8907805	0	0	10.48110092	8.717215	23.44870975	0	7.666323	0	0	384696	9.8	0	0
0	0	0	0	0	0	0	0	40	0.939	0.939	1	1	1	0	1	12	220	61	369	1840.09	0.168	5.39041	2.69521	-1	0	0	0	0	0	0	0	0	0	0	0	630523	33	0.012	0
0	0	0	0	0	0	23	0	0	0.313	0.313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.251207	0	0	0	0	0	527038	32	0	0
0	0	0	0	0	0	0	0	23	0.305	0.305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.161545	0	0	23.8096	10.6355155	5.4381145	0	5.414865	0	0	227216	13.5	0.776	0
0	0	0	0	0	0	0	1	222	0.202	0.202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169902	25.3333	0	0
0	0	0	0	0	1	147	1	48	0.78	0.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.82003833	0	14.81933884	25.79973103	9.08248325	9.42611025	10.33684211	10.121244	0	0	542356	11.3333	0	0
0	0	0	0	0	1	147	1	48	0.78	0.78	0	0	0	0	0	0	0	0	0	0	0	0	8.14e-06	0	87	19.9440745	0	0	31.05936652	13.322831	11.235519	0	9.506974714	0	0	518592	14	1	0
0	0	0	0	0	1	147	1	48	0.78	0.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.9440745	0	16.53208589	31.05936652	13.322831	11.235519	14.82437956	9.506974714	0	0	516345	14.2	0.104	0
0	0	0	0	0	0	0	0	7	0.349	0.349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.3264	10.54807692	0	0	0	0	0	0	290790	2	1	0
0	0	0	0	0	0	0	0	0	0.87	0.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.5241175	0	0	11.51205882	8.3483505	69.317516	0	30.731879	0	0	293043	22.6667	0	0
1	0	0	0	0	1	1	5	109	0.207	0.207	0	0	0	0	0	0	0	0	0	0	0	5.61083	2.80541	-1	0	0	0	0	15.08076046	0	0	17.2715493	0	0	0	1088620	0.791667	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10	235	5120.89	0.825	5.02503	2.51252	1	0	0	10.99692308	0	0	0	0	0	0	0	0	299172	29.6667	0.023	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	2832.27	0.414	5.08831	2.54415	1	0	0	0	0	0	0	0	0	0	0	0	298910	29.6667	0	0
0	0	0	0	0	0	0	3	110	0.92	0.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3109	0	15.07103555	14.19027027	0	0	22.30772143	15.295824	0	0	5100	30.6667	0	0
0	0	0	1	0	23	217	2	126	0.593	0.593	0	0	0	0	0	0	0	0	0	0	0	0	5.65e-06	0	7	0	0	0	11.55523179	0	0	0	0	0	0	61187	0.102041	0.005	0
0	1	1	1	0	0	126	3	127	0.925	0.925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.45324409	0	28.45025951	23.4522894	8.799178	4.73064725	35.21682243	0	13.48504202	0	996944	0.954545	0.002	0
0	0	0	0	1	0	25	0	0	0.547	0.547	0	0	0	0	0	0	0	0	8	4.026	0.621	5.27901	2.63951	-1	0	0	0	0	0	0	0	0	0	0	0	1115909	0.0833333	0.001	0
0	0	0	0	1	0	25	0	0	0.547	0.547	0	0	0	0	0	0	0	0	0	0	0	5.98297	2.99148	-1	7	3.070485	0	0	14.61948424	13.161015	6.973769	0	6.124727	0	0	1261115	0.0277778	0.616	0
0	0	0	0	0	0	0	0	0	0.624	0.624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.21866667	0	5.631007	0	0	0	0	0	2718378	1.17391	0.053	0
0	1	1	1	0	5	185	1	38	0.871	0.871	0	0	0	0	0	0	0	0	0	0	0	5.5784	2.7892	-1	35	8.8491125	0	10.69333333	16.00979021	14.260022	23.931566	0	11.993936	0	0	3253451	0.375	0	0
0	1	1	1	0	5	185	1	38	0.871	0.871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.3803435	0	0	0	13.5202155	92.0859335	26.16641399	27.080436	0	0	3527285	0.48	0.024	0
0	0	0	1	1	0	0	3	96	0.614	0.614	0	1	1	0	1	0	0	17	257	72.544	0.684	5.86012	2.93006	-1	0	0	0	10.40848485	0	0	0	0	0	0	0	89079	5.57143	0	0
0	0	1	0	0	3	174	3	66	0.791	0.791	0	0	0	0	0	0	0	0	0	0	0	5.59688	2.79844	-1	0	11.4676035	0	11.0175	0	10.495454	6.28301	0	0	0	0	933666	14.6	0.007	0
0	0	1	0	0	7	163	9	295	0.081	0.081	0	0	0	0	0	0	0	0	0	0	0	5.92082	2.96041	-1	68	8.122126	0	0	0	9.911616667	28.6849062	0	10.416253	0	0	2954519	2	0.029	0
0	0	1	0	0	7	163	9	295	0.081	0.081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.3727015	11.33163636	45.04951515	23.51180328	15.733096	76.4455035	46.47273885	49.588581	12.88537313	43.332607	2984661	15	1	0
0	0	1	0	0	0	0	0	7	0.533	0.533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0563235	0	12.06554913	24.51844728	5.147479737	11.67137675	19.79827664	8.277779	0	0	2696825	0.0217391	0.903	0
0	0	1	0	0	0	0	0	7	0.533	0.533	0	1	1	1	0	9	165	1	43	2997.35	0.489	0	6.18e-06	0	3	10.0563235	0	16.59340314	23.87530055	5.147479737	11.67137675	28.4957359	8.277779	11.69394495	0	2618567	0.0337079	0	0
0	0	1	0	0	0	0	0	32	0.409	0.409	0	0	0	0	0	0	0	1	23	44.589	0.745	0	7.04e-06	0	15	22.881103	10.17542857	0	0	8.394149875	28.87931915	0	32.049143	0	0	2195322	0.0428571	0	0
0	1	0	1	0	44	235	6	235	1527.13	0.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3095427	31.5	1	0
0	0	0	0	0	0	0	1	6	0.285	0.285	0	0	0	0	0	0	0	1	56	1078.84	0.796	5.31695	2.65848	1	0	0	0	0	0	0	0	0	0	0	0	2593034	3.66667	0.958	0
0	0	1	0	0	15	218	10	200	0.592	0.592	0	0	0	0	0	0	0	0	0	0	0	5.22915	2.61457	-1	0	0	0	0	12.425	3.6447985	0	0	0	0	0	1576809	1.26667	0.917	0
0	0	1	1	0	15	191	1	29	0.774	0.774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.77986607	16.30841699	3.291788	0	20.24596774	0	0	0	1484760	25.3333	0.011	0
0	0	0	1	0	14	171	0	57	0.654	0.654	0	0	0	0	0	0	0	0	0	0	0	5.27984	2.63992	1	0	0	0	14.64033898	0	0	0	0	0	0	0	790977	15	0	0
0	0	0	0	0	25	188	3	115	4410.36	0.206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.83151515	6.204413889	4.226383333	0	0	0	0	411911	13.75	0	0
0	0	0	0	0	0	0	0	6	0.894	0.894	0	0	0	0	0	0	0	0	0	0	0	5.28819	2.6441	1	0	0	0	0	13.76049587	0	0	16.16298077	0	0	0	1356900	1.29412	0.065	0
0	1	1	1	1	52	240	1	2	0.444	0.444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	955796	37	0	0
0	1	1	1	0	20	206	3	107	19.886	0.756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.24857881	0	0	0	0	0	0	0	0	752058	0.222222	0	0
0	0	0	0	0	1	49	0	1	0.47	0.47	0	0	0	0	0	0	0	0	0	0	0	5.13906	2.56953	-1	8	8.016652	0	0	17.91581818	7.887132	49.5570445	32.36815238	14.151245	0	0	339084	6.28571	0.006	0
0	0	0	0	0	3	147	0	0	0.76	0.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.1048525	0	10.60215569	14.21399177	19.81106167	58.21391833	29.85207101	15.959022	0	0	1361037	13.6667	0.003	0
0	0	0	0	0	1	110	3	203	0.871	0.871	0	1	1	1	0	19	201	41	296	4859.97	0.911	5.92812	2.96406	1	0	12.53787367	0	22.06980609	26.84344498	15.658412	47.80797578	44.91638928	19.955222	0	13.31248826	1634397	45.5	1	0
0	0	0	0	0	0	0	0	11	0.452	0.452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.53787367	0	0	13.25804878	15.658412	47.80797578	14.42972477	19.955222	0	0	1638597	45	0	0
0	0	0	1	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	5.18977	2.59489	-1	0	9.356767167	15.76833333	21.98743902	0	17.341356	30.64159055	0	12.887806	0	0	1277814	12.75	0	0
0	0	0	0	0	0	0	1	58	0.121	0.121	0	0	0	0	0	23	186	1	13	1317.25	0.856	6.48678	3.24339	1	0	10.145863	0	11.84404762	26.87109434	7.0687495	5.749794	0	10.828636	0	0	129106	0.0701754	0.129	0
0	0	0	0	0	7	202	10	143	0.734	0.734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.79853282	10.66438095	0	0	25.19212291	0	0	0	322906	0.179487	0	0
1	1	1	1	1	37	229	32	305	0.755	0.755	1	0	1	0	0	46	223	6	104	4853.93	0.309	5.00789	2.50394	-1	0	9.02106075	0	25.5239863	39.25411813	8.082933	13.9007715	57.85516752	11.796546	0	0	4668827	19	0	0
0	0	0	0	0	3	147	1	23	0.715	0.715	0	0	0	0	0	11	166	0	0	4088.12	0.167	5.45223	2.72612	1	0	0	0	17.45475	0	0	0	0	0	0	0	5072692	15	0	0
0	0	0	0	0	0	0	1	37	0.415	0.415	0	0	1	0	0	0	0	3	92	3113.03	0.899	0.08573	5.2832	1	0	13.47339867	0	0	0	4.639396	53.1665695	0	10.231713	0	0	5481475	1.85714	0.017	0
1	0	0	1	1	1	1	2	25	0.894	0.894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	615479	20.75	0.002	0
0	0	0	0	0	0	0	2	89	0.297	0.297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.69892857	0	0	0	0	0	0	0	4880142	3.5	0.006	0
0	0	0	0	0	2	72	5	214	0.781	0.781	0	1	1	0	0	1	129	4	189	3719.67	0.743	5.06956	2.53478	-1	0	0	0	0	11.41	0	0	0	0	0	0	3383127	15	0.933	0
0	0	0	0	0	0	0	1	21	0.098	0.098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.8853925	0	0	0	9.983295	26.70546886	18.72022989	15.262544	0	0	3358710	23	0.001	0
0	0	0	0	0	0	0	1	43	0.838	0.838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.7408966	0	0	32.18368231	12.4773955	8.920789667	11.35217391	10.034892	0	0	1705255	43.5	0.001	0
0	0	1	0	0	11	187	0	0	0.795	0.795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.39796089	0	14.80084433	27.18082645	14.590615	11.5775848	0	24.167801	0	0	2021491	20.25	0.002	0
0	1	1	1	1	0	0	1	39	0.863	0.863	0	0	1	1	1	14	175	2	93	0.46	0.46	5.86646	2.93323	1	0	0	0	10.92923077	11.41818182	6.595655847	0	0	0	0	0	3556312	2	0	0
0	1	1	0	0	0	0	0	1	0.799	0.799	0	0	0	0	0	0	0	0	0	0	0	5.61083	2.80541	1	0	6.941448333	0	11.04142857	18.15945392	7.247650156	41.462113	19.17299492	13.428888	0	0	4778091	11.4	0	0
0	1	1	0	0	0	0	0	1	0.799	0.799	0	0	0	0	0	13	171	2	81	737.16	0.921	5.44249	2.72125	-1	27	8.793952	0	0	24.22458924	10.5504685	5.7410366	0	5.317627	0	0	4268399	7.66667	0.02	0
0	0	0	0	0	0	0	0	2	0.896	0.896	0	0	0	0	0	0	0	0	0	0	0	5.04239	2.5212	-1	0	11.0752085	10.01609195	0	14.73666667	11.940238	81.99007767	0	13.080518	0	0	1275069	0.947368	0.091	0
